	Ensembl.ID	MGI.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17421057	NA	NA	-0,1212398162	4,9128244154	-1,4722785233	0,1470210541	0,5191950932	-5,3253913031
17255531	NA	NA	0,1124483463	4,3245321385	1,4722001652	0,1470421373	0,5191950932	-5,3255008268
17273485	ENSMUSG00000025169	Ogfod3	-0,0842734413	6,9892840923	-1,4721598694	0,1470529804	0,5191950932	-5,3255571476
17407561	ENSMUSG00000028136	Snx27	0,057458744	9,8821927692	1,472111622	0,1470659638	0,5191950932	-5,3256245801
17260416	ENSMUSG00000000384	Tbrg4	0,0990668641	7,1281378154	1,4720036662	0,1470950183	0,5192417733	-5,3257754565
17200185	NA	NA	0,2517031874	6,8173314	1,4719389049	0,1471124499	0,5192474192	-5,3258659603
17425077	ENSMUSG00000039813	Tbc1d2	0,1329611705	5,6914570154	1,471790674	0,1471523548	0,5193323771	-5,3260730993
17530227	NA	NA	0,4977689515	4,2516542154	1,4716423339	0,1471922976	0,5194114905	-5,3262803715
17476956	ENSMUSG00000091864	Gm17102	-0,1376357787	5,3039455538	-1,4714566548	0,1472423066	0,5194114905	-5,3265397899
17200925	NA	NA	-0,1882972342	7,2090279692	-1,4714172417	0,1472529234	0,5194114905	-5,3265948513
17201877	NA	NA	-0,3090669352	5,7823705385	-1,4714145352	0,1472536525	0,5194114905	-5,3265986323
17308875	ENSMUSG00000071262	Zfp957	0,1790990969	4,2719690154	1,4714134035	0,1472539573	0,5194114905	-5,3266002132
17433151	ENSMUSG00000028992	Nmnat1	0,1151997721	6,9098144769	1,4710418189	0,1473540826	0,5197087695	-5,3271192621
17237541	NA	NA	-0,1444664925	4,7693891077	-1,470870366	0,1474002995	0,5198158733	-5,3273587158
17276151	NA	NA	0,133805349	7,0587851538	1,4706358522	0,1474635335	0,5199829597	-5,3276862
17400612	NA	NA	0,0984239307	5,7653848462	1,4704492199	0,1475138721	0,5201045433	-5,3279467863
17443996	NA	NA	0,144573752	5,2458595231	1,4703875613	0,1475305056	0,5201072765	-5,3280328708
17430253	ENSMUSG00000048686	Hmgb4	0,1393711942	5,0044386308	1,4701388084	0,1475976264	0,5202879786	-5,328380133
17202853	NA	NA	-0,3216837878	7,6185713231	-1,470069096	0,1476164411	0,5202983792	-5,3284774426
17208827	NA	NA	0,2037476505	7,2412366462	1,4698351813	0,1476795863	0,520465011	-5,3288039271
17200107	NA	NA	-0,2505287584	6,1968199846	-1,4697737573	0,1476961712	0,5204675328	-5,3288896511
17204807	NA	NA	-0,2168032206	6,3688952462	-1,4695992482	0,1477432979	0,5205193417	-5,3291331804
17337677	NA	NA	-0,1849347129	5,8157758308	-1,469552732	0,1477558617	0,5205193417	-5,3291980897
17202785	NA	NA	-0,1993164973	6,8417238615	-1,4695430158	0,1477584862	0,5205193417	-5,3292116476
17369952	ENSMUSG00000059013	Sh2d3c	-0,109919949	7,0023563077	-1,4689728352	0,14791256	0,5207443802	-5,3300071275
17366940	NA	NA	0,1168736718	6,9259147692	1,4689632081	0,1479151625	0,5207443802	-5,3300205561
17205419	NA	NA	-0,2521088418	6,1412680154	-1,4689263885	0,1479251163	0,5207443802	-5,3300719145
17217771	NA	NA	0,172580585	5,6164055538	1,4688781322	0,1479381628	0,5207443802	-5,3301392237
17253707	ENSMUSG00000020826	Nos2	0,1681326319	4,3709649692	1,4688391378	0,1479487059	0,5207443802	-5,3301936126
17368633	NA	F730016J06Rik	0,1274324562	4,7172563385	1,4688378022	0,147949067	0,5207443802	-5,3301954755
17369103	ENSMUSG00000039678	Tbc1d13	0,0923866571	7,4669860923	1,4688084508	0,1479570033	0,5207443802	-5,3302364136
17338562	ENSMUSG00000017831	Rab5a	-0,0573371281	10,4079269077	-1,4687810534	0,1479644115	0,5207443802	-5,3302746257
17216353	ENSMUSG00000038866	Zcchc2	-0,0797395403	7,2800844308	-1,4687778877	0,1479652675	0,5207443802	-5,330279041
17532732	ENSMUSG00000073295	Nudt11	-0,1041890195	5,8202440462	-1,468708954	0,1479839085	0,5207541039	-5,3303751819
17297299	NA	B230110C06Rik	0,1769157957	5,0584475846	1,4685222044	0,1480344185	0,52087596	-5,3306356187
17268010	ENSMUSG00000076435	Acsf2	0,1085701739	6,8159257231	1,4682452502	0,148109351	0,5209592306	-5,3310217968
17427746	ENSMUSG00000028518	Prkaa2	-0,0614243133	9,9612543692	-1,468172267	0,1481291022	0,5209592306	-5,3311235517
17241308	ENSMUSG00000037031	Tspan15	-0,0964456842	7,9923156308	-1,4681515314	0,1481347142	0,5209592306	-5,3311524609
17415629	NA	0610025J13Rik	0,1024284962	4,6372626462	1,4681161262	0,1481442968	0,5209592306	-5,3312018212
17310814	NA	NA	0,2328385444	4,2000557692	1,468091547	0,1481509496	0,5209592306	-5,3312360879
17418462	NA	NA	-0,1646695844	5,3410930615	-1,468055148	0,1481608021	0,5209592306	-5,3312868319
17321351	ENSMUSG00000067713	Prkag1	0,0566518594	8,6502938	1,4680156785	0,1481714863	0,5209592306	-5,3313418552
17206203	NA	NA	0,362602641	4,7918080462	1,4679651717	0,1481851591	0,5209592306	-5,3314122634
17202757	NA	NA	-0,219290473	6,7494348462	-1,4678443473	0,1482178717	0,5209710328	-5,3315806875
17335234	ENSMUSG00000038677	Scube3	0,1640940675	5,3813037231	1,4678354323	0,1482202856	0,5209710328	-5,3315931142
17545910	ENSMUSG00000031364	Grpr	0,1428233828	6,2657118462	1,4673437297	0,148353472	0,5213761842	-5,3322783919
17486586	ENSMUSG00000097115	1810019N24Rik	-0,137405175	4,2222397538	-1,4672379395	0,1483821395	0,5213761842	-5,3324258023
17520288	NA	NA	-0,1938111134	8,6068710462	-1,4672338583	0,1483832455	0,5213761842	-5,332431489
17238822	NA	NA	-0,2201239148	5,2738136462	-1,4670568342	0,1484312263	0,5214002763	-5,332678136
17333342	NA	NA	0,1399910813	6,4474212769	1,4670398131	0,1484358403	0,5214002763	-5,33270185
17462987	ENSMUSG00000030329	Pianp	0,0796369856	8,625477	1,4670326006	0,1484377955	0,5214002763	-5,3327118986
17542751	ENSMUSG00000031402	Mpp1	-0,0892940789	8,9118657846	-1,4667446072	0,1485158822	0,5215941456	-5,3331130942
17210595	NA	NA	-0,2414797955	4,2869852769	-1,4666583165	0,1485392854	0,5215941456	-5,3332332893
17336245	ENSMUSG00000041354	Rgl2	0,0947807645	7,7564611077	1,4666531031	0,1485406994	0,5215941456	-5,3332405509
17297462	ENSMUSG00000039367	Sec24c	0,0650865127	9,2016069231	1,4665943575	0,1485566338	0,5215942532	-5,3333223742
17473603	ENSMUSG00000062861	Zfp28	-0,1195601892	6,8336632	-1,466402022	0,148608813	0,5217216057	-5,3335902462
17356061	ENSMUSG00000110949	Nudt8	-0,1412438114	5,7641676923	-1,4662195575	0,1486583276	0,5217989645	-5,3338443406
17381268	NA	NA	0,1444184975	5,8084289846	1,4662035648	0,1486626681	0,5217989645	-5,33386661
17370024	ENSMUSG00000038900	Rpl12	-0,1164683389	6,2970857538	-1,4660619103	0,1487011181	0,5218516324	-5,3340638518
17210767	NA	NA	-0,4129472555	4,5841808769	-1,466014434	0,1487140065	0,5218516324	-5,3341299545
17208637	NA	NA	0,1494928401	7,7313343846	1,4659210273	0,1487393663	0,5218516324	-5,3342600018
17208401	NA	NA	0,2557046256	6,3654285231	1,4658728299	0,1487524532	0,5218516324	-5,3343271027
17459080	ENSMUSG00000049232	Tigd2	-0,0664668032	7,4675394154	-1,4658177265	0,1487674164	0,5218516324	-5,3344038156
17221286	NA	NA	0,1648865201	6,7057310308	1,4657966397	0,1487731428	0,5218516324	-5,3344331712
17426222	ENSMUSG00000028394	Pole3	-0,097296759	7,2083071077	-1,4657071057	0,1487974587	0,5218779553	-5,3345578099
17304406	ENSMUSG00000021948	Prkcd	0,13463909	6,3869277846	1,4656518315	0,1488124718	0,5218779553	-5,3346347526
17468959	NA	NA	-0,1111933301	8,8039676	-1,4655517316	0,1488396631	0,521889388	-5,3347740868
17440795	ENSMUSG00000029592	Usp30	-0,0827521652	7,9808722462	-1,4655226733	0,1488475573	0,521889388	-5,3348145328
17337197	ENSMUSG00000039518	Cdsn	-0,1259575245	5,0359368	-1,4653799408	0,1488863377	0,5219695584	-5,3350131908
17203757	NA	NA	0,3670251507	5,6122523846	1,4650642625	0,1489721358	0,5222145297	-5,3354524951
17203049	NA	NA	-0,2204398017	6,8748850308	-1,4649570536	0,149001283	0,5222608825	-5,3356016695
17454973	NA	2900089D17Rik	0,1703441605	4,6487212615	1,464457039	0,1491372821	0,52268171	-5,3362972754
17343065	ENSMUSG00000079580	Tmem217	0,1669280211	5,0380774154	1,464301454	0,1491796197	0,5227742265	-5,3365136763
17336432	ENSMUSG00000037321	Tap1	-0,124402163	6,3191673692	-1,4641591009	0,1492183648	0,5228541357	-5,3367116546
17364098	ENSMUSG00000035783	Acta2	0,1593867242	8,3159662	1,4639178679	0,1492840408	0,5229750369	-5,3370471105
17414184	ENSMUSG00000086947	4930522O17Rik	0,1329342336	4,3542318615	1,4639152242	0,1492847607	0,5229750369	-5,3370507866
17353079	ENSMUSG00000041923	Nol4	0,0615278906	9,8178410154	1,4637235443	0,1493369621	0,5230826333	-5,3373172978
17410715	NA	NA	-0,1642397241	4,4495439077	-1,4636853241	0,1493473726	0,5230826333	-5,3373704351
17402535	NA	NA	0,157265794	4,6103034615	1,4636168352	0,1493660291	0,523092115	-5,3374656519
17218927	ENSMUSG00000026574	Dpt	0,1497689483	4,5716552615	1,4634112189	0,1494220505	0,5232324353	-5,3377514855
17252113	ENSMUSG00000020827	Mink1	0,0618624642	9,4259496154	1,4633051996	0,1494509425	0,5232777368	-5,3378988518
17202747	NA	NA	-0,1534256127	9,4592953692	-1,4630920872	0,1495090324	0,5233648335	-5,3381950475
17454254	ENSMUSG00000065514	Mir106b	-0,1565039054	5,4180190154	-1,4629141954	0,1495575356	0,5233648335	-5,3384422611
17340845	ENSMUSG00000023830	Igf2r	-0,0653375926	7,9570608615	-1,4628318329	0,1495799963	0,5233648335	-5,3385567097
17236922	NA	NA	0,0978800643	5,3888893538	1,4628117037	0,1495854861	0,5233648335	-5,3385846798
17236924	NA	NA	0,0978800643	5,3888893538	1,4628117037	0,1495854861	0,5233648335	-5,3385846798
17404911	ENSMUSG00000050174	Nudt6	-0,0917252174	6,0997206615	-1,4627679632	0,1495974158	0,5233648335	-5,3386454573
17421030	ENSMUSG00000085395	Gm13056	-0,1511403286	5,4698843692	-1,4627648366	0,1495982686	0,5233648335	-5,3386498016
17453421	ENSMUSG00000040731	Eif4h	-0,0477627855	10,6647213846	-1,4627457319	0,1496034794	0,5233648335	-5,338676347
17362849	ENSMUSG00000067571	Ms4a15	0,252600546	4,9513979231	1,4626121341	0,1496399225	0,5233908297	-5,3388619683
17307428	NA	NA	0,2295199571	4,8600006	1,4626014859	0,1496428274	0,5233908297	-5,3388767622
17465480	ENSMUSG00000065586	Mir96	-0,1560580765	4,1424781692	-1,4624357456	0,1496880487	0,5234931685	-5,3391070191
17463971	NA	NA	0,1666962751	4,1244744308	1,462369568	0,1497061079	0,5235005034	-5,3391989506
17447544	ENSMUSG00000039474	Wfs1	0,1141416865	9,1541073385	1,4621320039	0,1497709508	0,5236183734	-5,3395289341
17537343	NA	NA	-0,1440064753	6,7018168154	-1,4620761767	0,149786192	0,5236183734	-5,3396064726
17237701	ENSMUSG00000020218	Wif1	0,147057259	5,4725644462	1,4620706105	0,1497877117	0,5236183734	-5,3396142033
17416212	ENSMUSG00000078612	Fyb2	-0,1462620099	5,3147792	-1,4618357023	0,1498518569	0,5237546798	-5,3399404368
17220941	NA	NA	0,1667580272	5,2852161692	1,4618108554	0,149858643	0,5237546798	-5,3399749407
17482793	ENSMUSG00000066189	Cacng3	0,0695511198	11,24846	1,4616243396	0,1499095912	0,5238769167	-5,3402339299
17243147	ENSMUSG00000048240	Gng7	-0,1894904243	8,4912011692	-1,4615490778	0,1499301534	0,5238929512	-5,3403384271
17405348	NA	NA	0,1821671888	5,3791977846	1,461426293	0,149963704	0,5239167286	-5,3405088971
17372072	ENSMUSG00000027102	Hoxd8	0,1780369562	4,4923752769	1,4613906065	0,1499734563	0,5239167286	-5,3405584406
17208627	NA	NA	0,2858093586	6,1483700923	1,4613488002	0,1499848817	0,5239167286	-5,3406164786
17417422	ENSMUSG00000028696	Ipp	-0,097123146	7,2246974923	-1,461281523	0,1500032696	0,5239251578	-5,3407098738
17440054	ENSMUSG00000111375	A830010M20Rik	-0,065432124	10,4246196308	-1,4610833939	0,1500574314	0,5240585218	-5,3409848963
17445329	ENSMUSG00000028926	Cdk14	-0,0572390238	10,3721549692	-1,4609507295	0,150093706	0,5241244146	-5,3411690284
17305446	NA	NA	0,2052845652	5,4797578154	1,4608975068	0,1501082607	0,5241244146	-5,3412428947
17379187	ENSMUSG00000017858	Ift52	-0,0781024291	7,7472820769	-1,4607678354	0,1501437263	0,524192441	-5,3414228517
17326922	NA	NA	0,0915647293	4,9551002308	1,4604213496	0,1502385236	0,5244428682	-5,3419036303
17203483	NA	NA	0,3456048047	4,8917089077	1,4603887799	0,1502474369	0,5244428682	-5,3419488181
17286375	ENSMUSG00000021403	Serpinb9b	0,183383713	4,8865659231	1,4602142363	0,1502952115	0,5245031449	-5,3421909675
17342249	ENSMUSG00000024112	Cacna1h	0,0958209697	7,4561504769	1,4602088337	0,1502966904	0,5245031449	-5,3421984623
17544002	ENSMUSG00000073012	Fnd3c2	0,1161990624	4,5127635385	1,460002998	0,1503530457	0,5245915345	-5,3424839892
17207243	NA	NA	0,2537730325	6,2793479385	1,4599739384	0,1503610032	0,5245915345	-5,3425242965
17210399	NA	NA	-0,2603807993	6,4879301846	-1,4599247241	0,1503744805	0,5245915345	-5,3425925578
17497854	ENSMUSG00000058886	Deaf1	-0,0772272273	8,714342	-1,4598826655	0,1503859989	0,5245915345	-5,3426508923
17241032	ENSMUSG00000020108	Ddit4	0,1480674483	6,9139819077	1,4597622597	0,1504189779	0,5246507731	-5,3428178845
17207043	NA	NA	0,2928965666	5,9265432154	1,4595432727	0,1504789727	0,5247939913	-5,3431215677
17502976	ENSMUSG00000005481	Ddx39	0,1361700057	6,3235622923	1,4594756958	0,1504974902	0,5247939913	-5,3432152724
17325686	ENSMUSG00000022708	Zbtb20	0,0842492207	9,1015808308	1,4594362281	0,150508306	0,5247939913	-5,343269998
17270118	ENSMUSG00000059995	Atxn7l3	-0,0697235572	8,5555644154	-1,4593705603	0,1505263031	0,5247939913	-5,3433610494
17208051	NA	NA	0,4791479043	4,1462256462	1,4591652837	0,1505825727	0,5247939913	-5,3436456505
17396941	ENSMUSG00000027710	Acad9	0,0571218547	7,9301660769	1,4591542828	0,1505855887	0,5247939913	-5,3436609015
17533299	NA	NA	0,2325993249	5,7440618	1,4591486486	0,1505871334	0,5247939913	-5,3436687124
17416714	ENSMUSG00000028582	Cc2d1b	-0,0901644589	7,1409893385	-1,4591453078	0,1505880493	0,5247939913	-5,3436733438
17208207	NA	NA	-0,2784067756	6,1040651846	-1,4589072213	0,1506533351	0,5249657278	-5,3440033834
17349544	ENSMUSG00000097769	Snhg4	-0,075720278	8,4362132	-1,458768267	0,150691448	0,5250009349	-5,3441959812
17520422	NA	NA	-0,2401352806	5,0663610769	-1,4587451026	0,1506978024	0,5250009349	-5,3442280866
17383788	NA	NA	-0,1152347208	4,0995289385	-1,4586440699	0,1507255197	0,5250009349	-5,3443681106
17414747	ENSMUSG00000061540	Orm2	0,1879845887	4,4163545077	1,458636965	0,1507274691	0,5250009349	-5,3443779572
17510129	ENSMUSG00000035559	Mpv17l2	0,1486121625	7,5593057538	1,4585259874	0,1507579196	0,5250512359	-5,3445317531
17544446	ENSMUSG00000031258	Xkrx	-0,1450863489	4,8004009385	-1,458280865	0,1508251945	0,5251267059	-5,3448714127
17493552	ENSMUSG00000074004	B3gnt6	-0,1523773999	4,6711891385	-1,4582677216	0,1508288025	0,5251267059	-5,3448896237
17412602	ENSMUSG00000028274	Rngtt	0,0590122651	7,9293263846	1,458267325	0,1508289113	0,5251267059	-5,3448901731
17315389	NA	NA	-0,1117160374	9,7552126154	-1,4582136905	0,150843635	0,5251267059	-5,3449644855
17466546	ENSMUSG00000051499	Zfp786	0,0962401352	6,2085929077	1,4580032862	0,1509014057	0,5252720655	-5,3452559829
17427462	ENSMUSG00000028563	Tm2d1	-0,0689310415	9,0603206769	-1,4579108642	0,1509267875	0,525304664	-5,3453840137
17542300	ENSMUSG00000079566	Spin2d	0,2085744363	5,1537710462	1,4578129899	0,1509536703	0,5253424792	-5,3455195892
17418101	ENSMUSG00000028657	Ppt1	-0,0632546538	10,3220271385	-1,4577044749	0,1509834801	0,5253904719	-5,3456698945
17237787	ENSMUSG00000044071	Fam19a2	-0,098811668	8,1193263231	-1,4574316774	0,1510584399	0,5254765485	-5,3460477039
17286443	NA	NA	0,1376474489	4,4603855692	1,4574255913	0,1510601126	0,5254765485	-5,346056132
17403653	ENSMUSG00000025437	Usp33	-0,0540051617	10,2238345385	-1,4574068351	0,1510652676	0,5254765485	-5,3460821057
17464836	ENSMUSG00000029632	Ndufa4	-0,0685417457	11,317156	-1,4573557752	0,1510793016	0,5254765485	-5,3461528125
17270937	ENSMUSG00000020717	Pecam1	-0,088524945	7,6971943692	-1,4573229413	0,1510883267	0,5254765485	-5,3461982791
17203723	NA	NA	0,2461930826	5,7552855077	1,45724043	0,1511110086	0,5254997084	-5,3463125321
17200391	NA	NA	0,334373425	4,7583046923	1,4571741184	0,1511292393	0,5255073855	-5,3464043491
17500062	ENSMUSG00000063672	Nkx6-3	0,1749795822	5,0567597538	1,4569367928	0,1511944997	0,5256524711	-5,3467329256
17244623	ENSMUSG00000019892	Lrriq1	-0,1070530094	6,5677938462	-1,4569058178	0,1512030189	0,5256524711	-5,3467758068
17544300	NA	NA	-0,1310049369	5,3565392154	-1,4567371872	0,151249405	0,5257580005	-5,3470092409
17306071	ENSMUSG00000035953	Tmem55b	-0,0667238633	8,9871248769	-1,4566578927	0,1512712207	0,5257781079	-5,347118999
17269368	ENSMUSG00000020911	Krt19	0,096198652	4,4539150154	1,4564574485	0,1513263786	0,525865875	-5,3473964263
17316159	NA	NA	0,1249992204	5,5022273231	1,4564271208	0,1513347255	0,525865875	-5,3474383987
17549670	NA	NA	-0,1240546185	5,6391110769	-1,4563913388	0,151344574	0,525865875	-5,3474879187
17426808	ENSMUSG00000059049	Frem1	-0,1104329107	5,6405744462	-1,4562076703	0,1513951342	0,5259609003	-5,3477420859
17493382	ENSMUSG00000085751	Gm15412	0,1376026125	4,8012029846	1,4561754829	0,1514039961	0,5259609003	-5,347786625
17208695	NA	NA	0,2374198984	6,2377898923	1,4558055779	0,1515058682	0,5262590511	-5,3482984134
17342676	ENSMUSG00000057789	Bak1	0,135585595	6,6836390615	1,45572896	0,1515269756	0,5262766301	-5,3484044044
17268627	ENSMUSG00000018543	1700001P01Rik	0,1694025161	5,1301717077	1,4556645101	0,1515447326	0,5262825703	-5,3484935587
17285631	ENSMUSG00000004341	Gpx6	-0,260224584	4,7346009231	-1,4555895208	0,1515653954	0,5262985996	-5,3485972877
17451622	ENSMUSG00000107108	Gm9936	0,1282796158	5,0942276154	1,4555010997	0,1515897621	0,5263274854	-5,3487195898
17215101	NA	NA	-0,1528930604	5,1525542154	-1,4553610525	0,151628362	0,5264057783	-5,3489132861
17403268	ENSMUSG00000028270	Gbp2	-0,1703704565	5,4655058462	-1,4551947924	0,1516741967	0,5264895668	-5,3491432147
17503260	NA	NA	-0,1665553172	5,3042182769	-1,455157051	0,1516846028	0,5264895668	-5,3491954056
17449718	ENSMUSG00000034855	Cxcl10	0,1437969299	4,5072806	1,4550665928	0,1517095463	0,5265204221	-5,3493204913
17512544	ENSMUSG00000031896	Ctrl	0,1452921462	5,6257775077	1,4549359844	0,1517455667	0,5265897101	-5,349501084
17489759	ENSMUSG00000030493	Faap24	-0,1075657008	5,9665456	-1,4548091788	0,1517805447	0,5266426011	-5,3496764043
17203671	NA	NA	0,3730933526	5,7125824923	1,4546649371	0,15182034	0,5266426011	-5,3498758146
17272619	ENSMUSG00000053113	Socs3	0,178874792	5,1227214615	1,4546470174	0,1518252845	0,5266426011	-5,3499005868
17532625	NA	NA	-0,0405717301	13,8295970769	-1,4546443745	0,1518260138	0,5266426011	-5,3499042402
17421300	ENSMUSG00000028593	9430007A20Rik	0,1382314811	4,6493967538	1,4545897158	0,1518410963	0,5266426011	-5,3499797987
17240027	ENSMUSG00000019792	Trmt11	0,0755328663	7,4885750769	1,4544086961	0,1518910554	0,5267512776	-5,350230016
17439585	ENSMUSG00000100157	2310034O05Rik	0,1696294873	4,0532730923	1,4543598018	0,1519045517	0,5267512776	-5,3502975959
17547960	NA	NA	0,207604977	4,6576034615	1,4539814187	0,1520090293	0,5270578428	-5,3508205131
17269252	ENSMUSG00000078257	2300003K06Rik	-0,157388335	4,0699092154	-1,4538566064	0,1520435043	0,5270893192	-5,3509929736
17359958	NA	NA	0,1773543645	8,5409348923	1,4538321872	0,15205025	0,5270893192	-5,3510267134
17440768	NA	NA	0,2056178401	4,9435067231	1,4535219592	0,1521359691	0,5273174339	-5,351455308
17491147	ENSMUSG00000030839	Sergef	0,0679944348	7,6971464462	1,4534776653	0,152148211	0,5273174339	-5,3515164952
17420911	ENSMUSG00000036622	Atp13a2	-0,0830502068	8,3494208615	-1,4533097083	0,1521946379	0,5273946704	-5,3517484941
17225329	NA	NA	0,0860657254	7,9687930462	1,4532807006	0,1522026574	0,5273946704	-5,35178856
17204575	NA	NA	-0,2578923758	6,1518364923	-1,4531491624	0,1522390267	0,5274649649	-5,3519702332
17270807	ENSMUSG00000078619	Smarcd2	0,1253634521	5,9219903077	1,4530526089	0,1522657272	0,5274725809	-5,3521035777
17261622	ENSMUSG00000053519	Kcnip1	0,0872825963	7,7402404769	1,4530248989	0,1522733907	0,5274725809	-5,3521418449
17489223	ENSMUSG00000036751	Cox6b1	-0,082500542	9,4131406615	-1,4525929075	0,1523929019	0,5278308166	-5,3527383339
17413567	NA	Gm12678	0,1345812047	4,3536253385	1,4524493883	0,1524326229	0,5278414391	-5,3529364676
17454193	ENSMUSG00000029727	Cyp3a13	-0,1739661485	4,6596249385	-1,4523599092	0,1524573917	0,5278414391	-5,3530599876
17411338	ENSMUSG00000096225	Lhx8	0,1582534239	4,3327257385	1,4523442172	0,1524617357	0,5278414391	-5,3530816487
17500494	NA	NA	-0,1102170402	9,4894806	-1,4523302976	0,1524655892	0,5278414391	-5,3531008631
17221284	NA	NA	0,275354744	4,7191566769	1,4522459469	0,1524889423	0,5278414391	-5,3532172952
17206399	NA	NA	-0,2874084382	4,9564618308	-1,4522329746	0,1524925339	0,5278414391	-5,3532352007
17501828	NA	NA	0,1522435616	4,4823578154	1,452032012	0,1525481841	0,5279010307	-5,3535125689
17321578	ENSMUSG00000037525	Bcdin3d	-0,1559486831	5,1627940154	-1,451947453	0,1525716047	0,5279010307	-5,3536292665
17400599	ENSMUSG00000038393	Txnip	0,1302816147	7,8834617692	1,4518867611	0,1525884166	0,5279010307	-5,3537130219
17204471	NA	NA	0,2838079338	6,4507623846	1,4518562197	0,1525968772	0,5279010307	-5,3537551681
17455534	NA	Gm5566	-0,1965734907	5,9144258769	-1,4518166928	0,1526078275	0,5279010307	-5,3538097129
17286621	ENSMUSG00000021428	Riok1	0,074567389	7,5086478154	1,4518121686	0,1526090809	0,5279010307	-5,3538159559
