	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17207159	#N/D	#N/D	-0,3705669925	5,7473332462	-1,5950493375	0,1168104239	0,5799891552	-4,9362219331
17278124	ENSMUSG00000043319	Cox8c	0,1056759146	4,1001504308	1,5950000657	0,1168214577	0,5799891552	-4,936294668
17415345	#N/D	#N/D	-0,2597089351	4,4140073692	-1,5949980221	0,1168219154	0,5799891552	-4,9362976847
17360977	ENSMUSG00000024913	Lrp5	0,1045251443	6,7559332769	1,5947774422	0,1168713221	0,5801197037	-4,9366232788
17207883	#N/D	#N/D	-0,3842794499	4,2415920462	-1,5946539952	0,1168989798	0,5801197037	-4,9368054791
17259523	#N/D	#N/D	0,1751064048	9,1385420769	1,5946437511	0,1169012752	0,5801197037	-4,9368205982
17528714	ENSMUSG00000032228	Tcf12	-0,0732966625	8,9022652154	-1,5945121428	0,1169307677	0,5801782734	-4,937014829
17436057	ENSMUSG00000029146	Snx17	0,1272165399	8,9746928154	1,5943118301	0,1169756679	0,5802820701	-4,9373104275
17242449	ENSMUSG00000000374	Trappc10	0,0640671488	8,9834694308	1,5942609564	0,1169870734	0,5802820701	-4,9373854957
17420036	ENSMUSG00000036995	Asap3	0,1304200341	5,5968112615	1,5938832243	0,1170717869	0,5805858068	-4,9379428025
17218366	ENSMUSG00000026470	Stx6	0,0845602177	9,2370988769	1,5937479935	0,117102127	0,5805858068	-4,9381422933
17228497	ENSMUSG00000060985	Tdrd5	-0,1053636676	6,2832465385	-1,5937046045	0,117111863	0,5805858068	-4,938206297
17483696	ENSMUSG00000030782	Tgfb1i1	0,1207472871	6,5755536308	1,593598012	0,1171357839	0,5805858068	-4,9383635263
17532030	ENSMUSG00000039163	Cmc1	-0,0932787527	7,7273209231	-1,5935933958	0,1171368199	0,5805858068	-4,9383703353
17485589	ENSMUSG00000058818	Pirb	0,2558801732	4,2473749692	1,593403155	0,1171795229	0,5807097028	-4,9386509259
17388371	ENSMUSG00000027223	Mapk8ip1	0,0589449515	9,4076139385	1,5932956593	0,1172036578	0,5807415569	-4,9388094605
17467540	#N/D	Igk-V28	0,2824032656	5,7756408308	1,5931041743	0,1172466599	0,5808668738	-4,9390918383
17239435	ENSMUSG00000039116	Adgrg6	-0,1577334307	6,5753353231	-1,5927576643	0,1173245086	0,5811647651	-4,93960275
17224608	ENSMUSG00000085653	Gm15179	0,1449231488	4,4554610923	1,592363463	0,1174131227	0,5814457157	-4,940183858
17405737	ENSMUSG00000047557	Lxn	-0,0925714715	9,7834933385	-1,5923476269	0,1174166837	0,5814457157	-4,9402071999
17206509	#N/D	#N/D	0,2826403798	7,1690554462	1,5921904032	0,1174520426	0,5815330074	-4,9404389315
17313643	#N/D	#N/D	-0,2079197849	5,1152773692	-1,5919525505	0,1175055509	0,5817101213	-4,9407894626
17233149	ENSMUSG00000038774	Ascc3	0,0721825422	8,7507839846	1,5917266716	0,1175563838	0,5818233781	-4,9411223038
17200671	#N/D	#N/D	-0,4916910836	5,4310765385	-1,5916932392	0,1175639091	0,5818233781	-4,9411715642
17391583	#N/D	Gm14040	0,1751148807	4,5318505692	1,591448376	0,1176190372	0,5819178108	-4,9415323247
17495816	#N/D	#N/D	-0,174652824	5,3170792	-1,5913777556	0,1176349405	0,5819178108	-4,9416363614
17263463	ENSMUSG00000032633	Flcn	-0,0978666987	7,5124442923	-1,5913440946	0,1176425213	0,5819178108	-4,9416859487
17314074	ENSMUSG00000035757	Selenoo	-0,086722113	7,9576941692	-1,5912932965	0,1176539624	0,5819178108	-4,9417607795
17538683	ENSMUSG00000025262	Fam120c	0,0722774095	9,4748510769	1,5907975674	0,1177656607	0,582382445	-4,9424909268
17209817	#N/D	#N/D	0,375585307	4,4073240615	1,5905728081	0,117816332	0,5825451894	-4,9428219016
17201199	#N/D	#N/D	-0,1966447678	7,6621610154	-1,5902236391	0,117895086	0,5828467193	-4,9433359953
17293242	#N/D	#N/D	0,2556797998	8,0975664769	1,5901220367	0,1179180101	0,5828721895	-4,9434855689
17287320	ENSMUSG00000021396	Nxnl2	0,1283765358	4,6519839692	1,5900127087	0,1179426813	0,5829062867	-4,9436465062
17487586	#N/D	#N/D	-0,0915822037	4,3238827692	-1,5897932238	0,1179922233	0,5829754367	-4,9439695707
17487647	#N/D	#N/D	-0,0915822037	4,3238827692	-1,5897932238	0,1179922233	0,5829754367	-4,9439695707
17355892	ENSMUSG00000073514	Dok6	0,080247947	10,2703872769	1,589591242	0,1180378294	0,5830950582	-4,9442668364
17446202	ENSMUSG00000028958	Tmub1	0,1236321655	5,9392164	1,5894534717	0,1180689452	0,5830950582	-4,9444695797
17200663	#N/D	#N/D	0,3121358316	6,1063369077	1,589415229	0,1180775836	0,5830950582	-4,944525855
17210399	#N/D	#N/D	-0,2953431644	6,4879301846	-1,5893017796	0,1181032129	0,5830950582	-4,944692792
17287024	ENSMUSG00000069237	Fam8a1	0,0671294607	9,5204565538	1,5892321325	0,118118949	0,5830950582	-4,94479527
17484271	ENSMUSG00000054612	Mgmt	-0,1420011654	5,3827656923	-1,5891150165	0,1181454142	0,5830950582	-4,9449675842
17221430	#N/D	#N/D	0,4171096676	4,5784295077	1,5890902871	0,118151003	0,5830950582	-4,9450039674
17395629	ENSMUSG00000015627	Gata5	0,1648562421	4,7403386923	1,589056383	0,1181586656	0,5830950582	-4,9450538481
17448804	#N/D	#N/D	0,2705096425	8,0760567538	1,5889291685	0,1181874208	0,5831492164	-4,9452410011
17356160	ENSMUSG00000024835	Coro1b	-0,0918145935	8,5305685538	-1,5887790294	0,1182213651	0,5832289579	-4,9454618625
17537333	ENSMUSG00000085619	4930555B12Rik	0,1559090815	5,5057345538	1,5879805533	0,1184020213	0,5838082783	-4,9466361405
17201703	#N/D	#N/D	0,2821705118	6,7862950154	1,587952436	0,1184083869	0,5838082783	-4,9466774816
17201879	#N/D	#N/D	0,2821705118	6,7862950154	1,587952436	0,1184083869	0,5838082783	-4,9466774816
17208661	#N/D	#N/D	-0,250370795	7,0172928769	-1,587945325	0,1184099969	0,5838082783	-4,9466879368
17228353	ENSMUSG00000026471	Mr1	-0,1383204204	7,3720538769	-1,5878587746	0,1184295934	0,5838171314	-4,9468151875
17311152	#N/D	#N/D	0,107930972	8,9078102769	1,5876129524	0,1184852663	0,5839160449	-4,9471765734
17316737	#N/D	#N/D	0,107930972	8,9078102769	1,5876129524	0,1184852663	0,5839160449	-4,9471765734
17282360	#N/D	#N/D	0,1429997666	5,3157619846	1,5874523124	0,1185216588	0,5840076389	-4,9474127047
17308280	ENSMUSG00000022092	Ppp3cc	-0,0717694053	8,7935233231	-1,5870860624	0,1186046655	0,5843288588	-4,9479509901
17200415	#N/D	#N/D	0,237682635	7,0879084462	1,586823594	0,11866418	0,5844634861	-4,9483366764
17381376	ENSMUSG00000039128	Cdc123	0,0531051768	9,3791704923	1,5868083695	0,1186676328	0,5844634861	-4,9483590464
17462926	ENSMUSG00000004264	Phb2	0,0910781061	9,4387488154	1,5865013787	0,118737275	0,5847186798	-4,9488100798
17398336	#N/D	#N/D	-0,2347879641	4,0033604308	-1,5860114601	0,1188484833	0,5851784578	-4,9495297087
17269439	ENSMUSG00000006930	Hap1	-0,1471778916	8,0309452615	-1,5859231632	0,1188685351	0,5851893343	-4,9496593844
17419215	#N/D	#N/D	-0,1491058215	8,0015074769	-1,5856839721	0,1189228678	0,5853689474	-4,9500106357
17474224	ENSMUSG00000070802	Pnmal2	0,0862074567	9,0467791077	1,5854430953	0,1189776037	0,5855206499	-4,950364314
17202379	#N/D	#N/D	-0,1951595208	7,6564997692	-1,5853912247	0,1189893933	0,5855206499	-4,950440469
17344021	ENSMUSG00000061207	Stk19	-0,096444747	7,0967126	-1,5851582909	0,1190423478	0,5856933515	-4,9507824284
17446066	#N/D	#N/D	-0,1810199107	4,7852700769	-1,5850794521	0,1190602751	0,5856936918	-4,9508981578
17452597	#N/D	#N/D	-0,1497864613	4,0511071846	-1,5848849896	0,1191045036	0,585778754	-4,9511835917
17532023	#N/D	#N/D	0,1585692545	6,4719930615	1,5848463732	0,1191132881	0,585778754	-4,9512402695
17445008	ENSMUSG00000029658	Wdr95	-0,1241260686	4,3790467077	-1,5847099357	0,1191443292	0,5858435629	-4,9514405106
17217487	ENSMUSG00000042229	Rabif	0,0941255036	8,4634701538	1,5845326555	0,1191846722	0,5858936737	-4,9517006706
17206643	#N/D	#N/D	-0,3548886229	5,7772549385	-1,5845081536	0,1191902488	0,5858936737	-4,9517366253
17265326	#N/D	#N/D	0,083383861	6,2303180154	1,584203539	0,1192595972	0,5860237877	-4,952183582
17272814	#N/D	#N/D	-0,1472026099	4,3633570769	-1,5841899393	0,119262694	0,5860237877	-4,9522035348
17200159	#N/D	#N/D	0,3234750597	6,3081119538	1,5841564384	0,119270323	0,5860237877	-4,952252685
17274731	ENSMUSG00000085472	Gm15691	-0,1487613396	4,2885856308	-1,5839615616	0,1193147088	0,5861540599	-4,9525385766
17512350	ENSMUSG00000014837	4931428F04Rik	0,0974978959	7,6689935538	1,5836844642	0,1193778444	0,5863763909	-4,9529450344
17260914	#N/D	#N/D	-0,2142153351	4,6448483846	-1,5834166281	0,1194388954	0,5865317101	-4,9533378462
17253674	ENSMUSG00000001100	Poldip2	-0,0824262472	8,9328748923	-1,5831038577	0,1195102207	0,5865317101	-4,9537964832
17202065	#N/D	#N/D	-0,2746026757	4,8234078154	-1,5830152772	0,1195304272	0,5865317101	-4,95392636
17200899	#N/D	#N/D	0,2196151407	6,9824514615	1,5829570634	0,1195437081	0,5865317101	-4,9540117096
17238838	ENSMUSG00000096054	Syne1	0,0901120332	9,0984663385	1,5829297092	0,1195499491	0,5865317101	-4,9540518138
17354256	#N/D	#N/D	-0,2874972287	5,9192498	-1,5828835247	0,1195604869	0,5865317101	-4,9541195237
17253616	ENSMUSG00000041958	Pigs	0,147405099	7,6411823231	1,5828158853	0,1195759214	0,5865317101	-4,9542186848
17298324	ENSMUSG00000042323	Pbrm1	0,06425762	8,9144110615	1,5827535714	0,119590142	0,5865317101	-4,9543100352
17284906	ENSMUSG00000033765	Calm4	0,1170752043	4,9884454615	1,5827197441	0,1195978624	0,5865317101	-4,9543596238
17377926	ENSMUSG00000027475	Kif3b	0,083850561	8,1706563077	1,5826610435	0,1196112604	0,5865317101	-4,9544456725
17288641	ENSMUSG00000021578	Ccdc127	0,0672281716	9,1084118308	1,5826553433	0,1196125615	0,5865317101	-4,9544540283
17412759	ENSMUSG00000028407	Smim27	-0,1124823656	6,4206249692	-1,5825720112	0,1196315838	0,5865317101	-4,954576179
17287642	ENSMUSG00000021486	Prelid1	0,0810480931	10,0310177077	1,5825265896	0,1196419532	0,5865317101	-4,9546427568
17205303	#N/D	#N/D	-0,2286950286	7,4160432308	-1,5824010898	0,1196706078	0,5865398876	-4,9548267023
17222625	ENSMUSG00000070939	Tgfbrap1	-0,0819857027	8,8210976	-1,582297057	0,1196943651	0,5865398876	-4,9549791736
17484049	#N/D	#N/D	0,0937053853	9,0899671231	1,5822843237	0,1196972732	0,5865398876	-4,954997835
17449129	ENSMUSG00000029245	Epha5	-0,079799061	9,1573983385	-1,5819537313	0,1197727952	0,5865810991	-4,9554822902
17208689	#N/D	#N/D	0,4763651424	4,6097171385	1,581922828	0,1197798568	0,5865810991	-4,9555275717
17276328	ENSMUSG00000021109	Hif1a	-0,0739571667	8,9348261385	-1,581865546	0,1197929471	0,5865810991	-4,9556115028
17202527	#N/D	#N/D	0,1636544799	8,1596430769	1,5818544202	0,1197954897	0,5865810991	-4,9556278043
17330863	#N/D	Gm4802	0,1633787097	4,2404893538	1,5818187141	0,1198036501	0,5865810991	-4,9556801201
17327757	ENSMUSG00000014301	Pam16	0,1024245393	6,9672082769	1,5817778296	0,1198129946	0,5865810991	-4,9557400219
17374058	ENSMUSG00000027115	Kif18a	0,1235624119	4,9260584	1,5816412557	0,1198442138	0,58664637	-4,9559401126
17378318	#N/D	#N/D	0,1783108422	9,5883184769	1,581532292	0,1198691263	0,5866807545	-4,9560997412
17307897	ENSMUSG00000085984	1700001G11Rik	-0,207257068	5,1315596154	-1,5813606732	0,1199083722	0,5867442872	-4,9563511374
17533413	ENSMUSG00000060036	Rpl3	-0,1334327351	8,5467704615	-1,5813190706	0,1199178875	0,5867442872	-4,9564120755
17379674	#N/D	#N/D	0,1387836476	5,9074465231	1,5810466051	0,1199802204	0,5869080973	-4,9568111372
17289787	ENSMUSG00000028081	Rps3a1	-0,1053624421	8,7582475231	-1,5810162909	0,1199871571	0,5869080973	-4,9568555325
17269424	ENSMUSG00000053654	Krt42	-0,1874577092	5,3351688154	-1,5807454262	0,1200491526	0,5870877217	-4,9572521812
17368422	ENSMUSG00000014852	Adamts13	-0,1782795122	4,8093000923	-1,5806865875	0,120062623	0,5870877217	-4,9573383353
17550534	#N/D	#N/D	0,1059652962	12,6501203077	1,5806002035	0,1200824017	0,5870877217	-4,9574648171
17359953	#N/D	#N/D	-0,1877714433	9,3954190615	-1,5804653034	0,1201132942	0,5870877217	-4,9576623226
17358227	ENSMUSG00000074925	Ptar1	0,0771404143	8,9231746308	1,5804649169	0,1201133827	0,5870877217	-4,9576628886
17202619	#N/D	#N/D	-0,2221240944	6,1335549385	-1,5802821749	0,1201552413	0,5871583399	-4,9579304147
17304817	ENSMUSG00000014496	Ankrd28	-0,0718188359	9,1888992	-1,5802455312	0,1201636362	0,5871583399	-4,9579840561
17285204	ENSMUSG00000057069	Ero1lb	0,0860698615	7,8918170462	1,5797356595	0,1202804953	0,58739669	-4,9587303219
17351053	ENSMUSG00000024621	Csf1r	-0,0870281362	8,9827109385	-1,5796513165	0,120299835	0,58739669	-4,9588537483
17488883	#N/D	Gm6579	0,170556207	4,3577883231	1,5796216786	0,1203066315	0,58739669	-4,9588971186
17382685	ENSMUSG00000015087	Rabl6	0,0581160076	9,1763444154	1,5796002122	0,1203115543	0,58739669	-4,9589285307
17286104	#N/D	#N/D	-0,1360218776	7,8613806769	-1,579572045	0,120318014	0,58739669	-4,9589697476
17306816	ENSMUSG00000022218	Tgm1	-0,1556710146	5,1510153231	-1,5795394443	0,1203254909	0,58739669	-4,9590174513
17257595	#N/D	#N/D	0,1788480766	5,8957249846	1,5792794118	0,1203851417	0,58739669	-4,9593979173
17459423	#N/D	#N/D	0,2132220423	5,0212777538	1,579189893	0,1204056827	0,58739669	-4,9595288835
17238318	ENSMUSG00000025389	Mip	-0,1263834758	4,4037205231	-1,5791742668	0,1204092685	0,58739669	-4,959551744
17354029	ENSMUSG00000059455	Plac8l1	0,1578681747	4,0546059385	1,5791737464	0,120409388	0,58739669	-4,9595525054
17408863	ENSMUSG00000000563	Atp5f1	0,0520517013	9,9762756769	1,5791735803	0,1204094261	0,58739669	-4,9595527483
17215123	ENSMUSG00000026240	Cops7b	0,1085177167	7,1879338769	1,579034293	0,1204413933	0,5874291876	-4,9597565107
17363670	ENSMUSG00000101089	2610016A17Rik	0,1672205194	4,1306660308	1,5789884768	0,1204519098	0,5874291876	-4,9598235313
17201637	#N/D	#N/D	-0,2859337969	5,7515314769	-1,5789027066	0,1204715994	0,5874378597	-4,9599489926
17541701	ENSMUSG00000076041	Mir20b	0,1978436986	6,2682738308	1,5787105731	0,1205157152	0,5875079421	-4,9602300154
17325373	ENSMUSG00000022900	Ildr1	-0,1461776168	4,3259286769	-1,5786840821	0,1205217988	0,5875079421	-4,9602687598
17301061	ENSMUSG00000021993	Mipep	0,071067803	7,6105110462	1,57857756	0,1205462639	0,5875398749	-4,960424548
17206731	#N/D	#N/D	0,3955224516	5,1850920769	1,5783181911	0,1206058505	0,5876175056	-4,9608038346
17264338	#N/D	#N/D	-0,1474664739	6,7330100923	-1,5782978245	0,1206105305	0,5876175056	-4,9608336151
17392255	ENSMUSG00000051379	Flrt3	0,0962431033	8,4499461538	1,5781896289	0,1206353948	0,5876175056	-4,9609918158
17538990	ENSMUSG00000041658	Rragb	-0,0687751523	9,4770759231	-1,5780604483	0,120665087	0,5876175056	-4,9611806872
17224587	ENSMUSG00000026209	Dnpep	-0,0820691321	7,7771264	-1,5780490302	0,1206677117	0,5876175056	-4,9611973806
17437704	ENSMUSG00000054920	Klhl5	-0,0664477705	7,9963336769	-1,5780404142	0,1206696924	0,5876175056	-4,9612099773
17504019	#N/D	#N/D	0,21271553	7,3718690615	1,577920016	0,1206973721	0,5876550614	-4,9613859938
17262350	#N/D	#N/D	0,0828791085	12,3436158462	1,5778510035	0,1207132405	0,5876550614	-4,9614868811
17488845	#N/D	#N/D	-0,119902623	6,5719002154	-1,5777309638	0,1207408458	0,5876923696	-4,9616623545
17442609	ENSMUSG00000038011	Dnah10	0,0924047214	4,0840839077	1,5776618491	0,1207567423	0,5876923696	-4,9617633804
17344937	#N/D	#N/D	0,2756583499	6,6402328308	1,5773520957	0,1208280069	0,5879519498	-4,9622161023
17394911	#N/D	#N/D	0,1532948791	5,8604706769	1,5771521701	0,1208740215	0,5879866645	-4,962508262
17469217	ENSMUSG00000030029	Lrig1	-0,1191464533	7,2107135692	-1,5770704742	0,1208928286	0,5879866645	-4,9626276381
17348320	ENSMUSG00000042942	Greb1l	-0,1036330427	6,9726956	-1,5770242931	0,1209034609	0,5879866645	-4,9626951166
17502583	ENSMUSG00000005410	Mcm5	0,1168002612	6,3231259692	1,5767767413	0,1209604678	0,5879866645	-4,9630568016
17516518	ENSMUSG00000032135	Mcam	-0,0964288407	7,5196448	-1,5767509077	0,1209664181	0,5879866645	-4,9630945428
17349884	ENSMUSG00000051678	Pcdhb6	-0,1347938769	7,5348239692	-1,5767408503	0,1209687347	0,5879866645	-4,9631092359
17200239	#N/D	#N/D	-0,3447448942	5,8689881846	-1,5767085256	0,1209761805	0,5879866645	-4,9631564591
17349799	#N/D	Vaultrc5	0,2596646528	4,5417713692	1,5766457387	0,1209906442	0,5879866645	-4,9632481821
17460994	ENSMUSG00000034037	Fgd5	0,1385862673	5,8683140615	1,5766139474	0,1209979682	0,5879866645	-4,9632946235
17318210	ENSMUSG00000055762	Eef1d	0,0948184929	7,6749366	1,5764626139	0,1210328371	0,5879866645	-4,9635156831
17297462	ENSMUSG00000039367	Sec24c	0,0728940083	9,2016069231	1,5764085334	0,1210452997	0,5879866645	-4,9635946762
17422704	ENSMUSG00000029068	Ccnl2	0,0705088467	9,0771671077	1,5763869333	0,1210502777	0,5879866645	-4,9636262259
17202803	#N/D	#N/D	0,1477435427	8,8010014923	1,5761276399	0,1211100474	0,588189875	-4,9640049265
17425255	ENSMUSG00000039579	Grin3a	-0,1161627802	8,0139012154	-1,5758523011	0,1211735418	0,5883925424	-4,9644069998
17354345	#N/D	LOC102635912	-0,1871158342	5,0021502615	-1,5757911023	0,1211876581	0,5883925424	-4,9644963587
17312697	#N/D	LOC102640344	0,1311805624	6,8280532923	1,57561593	0,1212280714	0,5885016367	-4,9647521184
17408536	ENSMUSG00000044313	Mab21l3	0,1782785424	4,4524340154	1,5748878234	0,121396166	0,5891121656	-4,9658149119
17270095	#N/D	#N/D	0,2080731117	9,8985638923	1,5748463816	0,1214057391	0,5891121656	-4,9658753897
17204331	#N/D	#N/D	0,3022779657	6,0308656615	1,5748377892	0,1214077241	0,5891121656	-4,9658879289
17548750	#N/D	#N/D	0,1536137635	5,4047732308	1,5747498242	0,1214280464	0,5891206869	-4,9660162948
17236821	ENSMUSG00000019936	Epyc	-0,1866197744	4,5360929846	-1,5746109643	0,1214601325	0,5891206869	-4,9662189176
17205535	#N/D	#N/D	0,402434066	4,2849254923	1,5745969627	0,1214633681	0,5891206869	-4,9662393477
17420426	#N/D	#N/D	-0,6308892595	5,1559406769	-1,5743961004	0,121509794	0,5892454673	-4,9665324128
17520101	ENSMUSG00000090693	Trim43a	-0,2174694704	4,4881666769	-1,574276127	0,1215375306	0,5892454673	-4,966707442
17448905	ENSMUSG00000029229	Chic2	-0,0892627549	8,7571380154	-1,5742345381	0,1215471467	0,5892454673	-4,9667681133
17419237	ENSMUSG00000028580	Pum1	0,0622746286	9,5032620769	1,5740731465	0,1215844691	0,5892454673	-4,967003543
17396047	ENSMUSG00000097365	C030034L19Rik	-0,1956720155	4,7497609385	-1,5740134248	0,1215982824	0,5892454673	-4,9670906563
17466452	ENSMUSG00000036667	Tcaf1	0,062326337	10,1579896154	1,5739656927	0,1216093234	0,5892454673	-4,9671602787
17507184	ENSMUSG00000031495	Cd209d	0,1553818405	4,3643834769	1,5739417576	0,1216148601	0,5892454673	-4,96719519
17434112	#N/D	#N/D	0,1522497975	10,5602550154	1,573610328	0,1216915489	0,5894575528	-4,9676785573
17202513	#N/D	#N/D	-0,2133183531	7,6843748615	-1,5735972385	0,1216945785	0,5894575528	-4,9676976455
17239879	ENSMUSG00000112444	4930401C15Rik	0,1751329373	4,5116988923	1,5730971884	0,1218103599	0,5898842194	-4,9684267545
17202529	#N/D	#N/D	0,2079735903	7,4385257846	1,5730161927	0,121829122	0,5898842194	-4,9685448324
17249347	ENSMUSG00000001056	Nhp2	-0,0890435144	7,6121484923	-1,5729838167	0,1218366223	0,5898842194	-4,9685920296
17277267	#N/D	#N/D	-0,1098878965	6,9459614462	-1,572903766	0,1218551687	0,5898869324	-4,9687087222
17296696	#N/D	#N/D	-0,3318174525	4,8703699385	-1,5727924418	0,1218809643	0,5899247325	-4,9688709944
17263004	ENSMUSG00000018585	Atox1	0,1293260363	6,9101634462	1,5725838755	0,1219293045	0,5899744197	-4,9691749839
17228046	ENSMUSG00000026484	Rnf2	-0,0839768524	9,0995828615	-1,5725578379	0,1219353403	0,5899744197	-4,9692129315
17483192	ENSMUSG00000030685	Kctd13	0,139038521	9,0466166615	1,5725153253	0,1219451959	0,5899744197	-4,9692748892
17365190	#N/D	#N/D	-0,1630153546	4,3971402	-1,572329266	0,121988337	0,5899967533	-4,9695460327
17278090	ENSMUSG00000021194	Chga	0,1165131297	9,3713997385	1,5723013756	0,121994805	0,5899967533	-4,9695866749
17480986	ENSMUSG00000066306	Numa1	0,0716302542	8,6520650462	1,5722626754	0,1220037802	0,5899967533	-4,9696430681
17516731	ENSMUSG00000070304	Scn2b	-0,052206198	10,1735181231	-1,5719839155	0,1220684452	0,5901572314	-4,9700492342
17483385	ENSMUSG00000030815	Phkg2	-0,0740918725	8,9725015385	-1,5719644851	0,1220729536	0,5901572314	-4,9700775427
17279548	#N/D	#N/D	0,1460504882	4,8295585692	1,5717787463	0,1221160567	0,5902786014	-4,9703481336
17402222	ENSMUSG00000028125	Abca4	-0,1387457176	4,8438149385	-1,571626139	0,1221514803	0,5903628206	-4,9705704357
17402756	ENSMUSG00000028013	Ppa2	0,0776742164	7,6658502308	1,57144668	0,1221931475	0,5904771854	-4,9708318274
17518664	ENSMUSG00000032383	Ppib	0,0885467903	9,5943196923	1,5710763359	0,1222791708	0,5908058287	-4,9713711685
17373406	ENSMUSG00000027243	Harbi1	-0,140949515	5,6165000154	-1,570956891	0,1223069258	0,5908201773	-4,9715450945
17420582	ENSMUSG00000028745	Capzb	0,0473226079	11,1285650769	1,5709085096	0,1223181695	0,5908201773	-4,9716155401
17379328	ENSMUSG00000018326	Ywhab	0,0566121511	10,7750775385	1,57082218	0,1223382342	0,5908300792	-4,9717412354
17205655	#N/D	#N/D	0,2322754784	6,7694953692	1,5706404945	0,1223804703	0,5909470381	-4,9720057476
17284147	ENSMUSG00000021285	Ppp1r13b	0,0655918618	9,7682520615	1,5704924559	0,1224148931	0,5910262402	-4,9722212535
17203197	#N/D	#N/D	-0,3157040693	5,8484170615	-1,5701572628	0,1224928632	0,5911139748	-4,9727091401
17359956	#N/D	#N/D	0,2471400797	8,0715586923	1,5701528929	0,1224938799	0,5911139748	-4,9727155
17392333	ENSMUSG00000027422	Rrbp1	-0,0798704803	7,5104409231	-1,5700798751	0,1225108701	0,5911139748	-4,9728217676
17303368	#N/D	#N/D	0,0945998453	7,6809708308	1,5699761462	0,1225350097	0,5911139748	-4,9729727232
17343918	ENSMUSG00000073418	C4b	0,2435139528	5,9801624769	1,5699085682	0,1225507384	0,5911139748	-4,9730710639
